0.0,0.0,1481041126.95,0.0
0.0,0.0,1481041126.97,0.0
0.0,0.0,1481041126.99,0.0
0.0,0.0,1481041127.01,0.0
0.0,0.0,1481041127.03,0.0
0.0,0.0,1481041127.05,0.0
0.0,0.0,1481041127.07,0.0
0.0,0.0,1481041127.09,0.0
0.0,0.0,1481041127.11,0.0
0.0,0.0,1481041127.13,0.0
0.0,0.0,1481041127.15,0.0
0.0,0.0,1481041127.17,0.0
0.0,0.0,1481041127.19,0.0
0.0,0.0,1481041127.21,0.0
0.0,0.0,1481041127.23,0.0
0.0,0.0,1481041127.25,0.0
0.0,0.0,1481041127.27,0.0
0.0,0.0,1481041127.29,0.0
0.0,0.0,1481041127.31,0.0
0.0,0.0,1481041127.33,0.0
0.0,0.0,1481041127.35,0.0
0.0,0.0,1481041127.37,0.0
0.0,0.0,1481041127.39,0.0
0.0,0.0,1481041127.41,0.0
0.0,0.0,1481041127.43,0.0
0.0,0.0,1481041127.45,0.0
0.0,0.0,1481041127.47,0.0
0.0,0.0,1481041127.49,0.0
0.0,0.0,1481041127.51,0.0
0.0,0.0,1481041127.53,0.0
0.0,0.0,1481041127.55,0.0
0.0,0.0,1481041127.57,0.0
0.0,0.0,1481041127.59,0.0
0.0,0.0,1481041127.61,0.0
0.0,0.0,1481041127.63,0.0
0.0,0.0,1481041127.65,0.0
0.0,0.0,1481041127.67,0.0
0.0,0.0,1481041127.69,0.0
0.0,0.0,1481041127.71,0.0
0.0,0.0,1481041127.73,0.0
0.0,0.0,1481041127.75,0.0
0.0,0.0,1481041127.77,0.0
0.0,0.0,1481041127.79,0.0
0.0,0.0,1481041127.81,0.0
0.0,0.0,1481041127.83,0.0
0.0,0.0,1481041127.85,0.0
0.0,0.0,1481041127.87,0.0
0.0,0.0,1481041127.89,0.0
0.0,0.0,1481041127.91,0.0
0.0,0.0,1481041127.93,0.0
0.0,0.0,1481041127.95,0.0
0.0,0.0,1481041127.97,0.0
0.0,0.0,1481041127.99,0.0
0.0,0.0,1481041128.01,0.0
0.0,0.0,1481041128.03,0.0
0.0,0.0,1481041128.05,0.0
0.0,0.0,1481041128.1,0.0
0.0,0.0,1481041128.1,0.0
0.0,0.0,1481041128.11,0.0
0.0,0.0,1481041128.13,0.0
0.0,0.0,1481041128.15,0.0
0.0,0.0,1481041128.17,0.0
0.0,0.0,1481041128.19,0.0
0.0,0.0,1481041128.21,0.0
0.0,0.0,1481041128.23,0.0
0.0,0.0,1481041128.25,0.0
0.0,0.0,1481041128.27,0.0
0.0,0.0,1481041128.29,0.0
0.0,0.0,1481041128.31,0.0
0.0,0.0,1481041128.33,0.0
0.0,0.0,1481041128.35,0.0
0.0,0.0,1481041128.37,0.0
0.0,0.0,1481041128.39,0.0
0.0,0.0,1481041128.41,0.0
0.0,0.0,1481041128.43,0.0
0.0,0.0,1481041128.45,0.0
0.0,0.0,1481041128.47,0.0
0.0,0.0,1481041128.49,0.0
0.0,0.0,1481041128.51,0.0
0.0,0.0,1481041128.53,0.0
0.0,0.0,1481041128.55,0.0
0.0,0.0,1481041128.57,0.0
0.0,0.0,1481041128.59,0.0
0.0,0.0,1481041128.61,0.0
0.0,0.0,1481041128.63,0.0
0.0,0.0,1481041128.65,0.0
